countryCode,countryName,year,electricityAccess,region
LKA,Sri Lanka,2009,87.1,South Asia
SWE,Sweden,2007,100.0,Europe & Central Asia
TZA,Tanzania,2007,15.9,Sub-Saharan Africa
THA,Thailand,2007,94.1,East Asia & Pacific
SAU,Saudi Arabia,2000,100.0,Middle East & North Africa
ZAF,South Africa,2000,72.4,Sub-Saharan Africa
IND,India,2023,99.5,South Asia
IDN,Indonesia,2023,99.4,East Asia & Pacific
IRN,"Iran, Islamic Rep.",2023,100.0,Middle East & North Africa
IRQ,Iraq,2023,100.0,Middle East & North Africa
DEU,Germany,2001,100.0,Europe & Central Asia
GHA,Ghana,2001,44.8,Sub-Saharan Africa
MEX,Mexico,2019,99.6,Latin America & Caribbean
MAR,Morocco,2019,99.6,Middle East & North Africa
JPN,Japan,2000,100.0,East Asia & Pacific
KEN,Kenya,2000,15.2,Sub-Saharan Africa
KOR,"Korea, Rep.",2000,100.0,East Asia & Pacific
UGA,Uganda,2022,47.1,Sub-Saharan Africa
UKR,Ukraine,2022,100.0,Europe & Central Asia
ARE,United Arab Emirates,2022,100.0,Middle East & North Africa
GBR,United Kingdom,2022,100.0,Europe & Central Asia
USA,United States,2022,100.0,North America
SAU,Saudi Arabia,2005,100.0,Middle East & North Africa
MYS,Malaysia,2005,98.7,East Asia & Pacific
MYS,Malaysia,2001,98.6,East Asia & Pacific
SWE,Sweden,2022,100.0,Europe & Central Asia
TZA,Tanzania,2022,45.8,Sub-Saharan Africa
THA,Thailand,2022,99.9,East Asia & Pacific
SAU,Saudi Arabia,2007,100.0,Middle East & North Africa
TZA,Tanzania,2021,42.7,Sub-Saharan Africa
THA,Thailand,2021,100.0,East Asia & Pacific
UGA,Uganda,2021,45.2,Sub-Saharan Africa
EGY,"Egypt, Arab Rep.",2000,97.7,Middle East & North Africa
ETH,Ethiopia,2000,12.7,Sub-Saharan Africa
FRA,France,2000,100.0,Europe & Central Asia
SWE,Sweden,2023,100.0,Europe & Central Asia
TZA,Tanzania,2023,48.3,Sub-Saharan Africa
THA,Thailand,2023,100.0,East Asia & Pacific
BRA,Brazil,2022,100.0,Latin America & Caribbean
MEX,Mexico,2015,99.0,Latin America & Caribbean
MAR,Morocco,2015,97.3,Middle East & North Africa
NPL,Nepal,2015,82.0,South Asia
PHL,Philippines,2018,94.2,East Asia & Pacific
POL,Poland,2018,100.0,Europe & Central Asia
DEU,Germany,2002,100.0,Europe & Central Asia
GHA,Ghana,2002,46.8,Sub-Saharan Africa
SWE,Sweden,2003,100.0,Europe & Central Asia
TZA,Tanzania,2003,11.1,Sub-Saharan Africa
THA,Thailand,2003,91.6,East Asia & Pacific
SAU,Saudi Arabia,2004,100.0,Middle East & North Africa
ZAF,South Africa,2007,82.0,Sub-Saharan Africa
ESP,Spain,2007,100.0,Europe & Central Asia
LKA,Sri Lanka,2007,80.0,South Asia
MYS,Malaysia,2003,98.7,East Asia & Pacific
EGY,"Egypt, Arab Rep.",2018,100.0,Middle East & North Africa
MEX,Mexico,2021,100.0,Latin America & Caribbean
MAR,Morocco,2021,100.0,Middle East & North Africa
NPL,Nepal,2021,89.9,South Asia
NLD,Netherlands,2021,100.0,Europe & Central Asia
EGY,"Egypt, Arab Rep.",2005,99.4,Middle East & North Africa
ETH,Ethiopia,2005,14.0,Sub-Saharan Africa
FRA,France,2005,100.0,Europe & Central Asia
AUS,Australia,2022,100.0,East Asia & Pacific
BGD,Bangladesh,2022,99.4,South Asia
BRA,Brazil,2021,99.5,Latin America & Caribbean
MYS,Malaysia,2015,99.9,East Asia & Pacific
KOR,"Korea, Rep.",2021,100.0,East Asia & Pacific
MYS,Malaysia,2022,100.0,East Asia & Pacific
MEX,Mexico,2022,100.0,Latin America & Caribbean
MAR,Morocco,2022,100.0,Middle East & North Africa
NPL,Nepal,2022,91.3,South Asia
NLD,Netherlands,2022,100.0,Europe & Central Asia
NZL,New Zealand,2022,100.0,East Asia & Pacific
PAK,Pakistan,2004,77.0,South Asia
PER,Peru,2004,75.7,Latin America & Caribbean
PHL,Philippines,2004,87.6,East Asia & Pacific
POL,Poland,2004,99.9,Europe & Central Asia
ZAF,South Africa,2008,81.9,Sub-Saharan Africa
ESP,Spain,2008,100.0,Europe & Central Asia
LKA,Sri Lanka,2008,82.9,South Asia
SWE,Sweden,2001,100.0,Europe & Central Asia
TZA,Tanzania,2001,9.7,Sub-Saharan Africa
THA,Thailand,2001,90.4,East Asia & Pacific
PHL,Philippines,2022,94.8,East Asia & Pacific
POL,Poland,2022,100.0,Europe & Central Asia
SAU,Saudi Arabia,2022,100.0,Middle East & North Africa
ZAF,South Africa,2021,89.3,Sub-Saharan Africa
ESP,Spain,2021,100.0,Europe & Central Asia
LKA,Sri Lanka,2021,100.0,South Asia
SWE,Sweden,2021,100.0,Europe & Central Asia
ZAF,South Africa,2022,86.5,Sub-Saharan Africa
ESP,Spain,2022,100.0,Europe & Central Asia
LKA,Sri Lanka,2022,100.0,South Asia
AUS,Australia,2023,100.0,East Asia & Pacific
BGD,Bangladesh,2023,99.5,South Asia
PAK,Pakistan,2005,78.1,South Asia
PER,Peru,2005,77.2,Latin America & Caribbean
PHL,Philippines,2005,79.8,East Asia & Pacific
POL,Poland,2005,99.8,Europe & Central Asia
ZAF,South Africa,2015,85.3,Sub-Saharan Africa
ESP,Spain,2015,100.0,Europe & Central Asia
LKA,Sri Lanka,2015,94.3,South Asia
EGY,"Egypt, Arab Rep.",2023,100.0,Middle East & North Africa
ETH,Ethiopia,2023,55.4,Sub-Saharan Africa
EGY,"Egypt, Arab Rep.",2006,99.0,Middle East & North Africa
ETH,Ethiopia,2006,18.6,Sub-Saharan Africa
ETH,Ethiopia,2022,55.4,Sub-Saharan Africa
FRA,France,2022,100.0,Europe & Central Asia
DEU,Germany,2022,100.0,Europe & Central Asia
GHA,Ghana,2022,85.1,Sub-Saharan Africa
EGY,"Egypt, Arab Rep.",2021,100.0,Middle East & North Africa
ZAF,South Africa,2005,80.8,Sub-Saharan Africa
ESP,Spain,2005,100.0,Europe & Central Asia
LKA,Sri Lanka,2005,78.1,South Asia
MEX,Mexico,2005,98.9,Latin America & Caribbean
MAR,Morocco,2005,78.6,Middle East & North Africa
EGY,"Egypt, Arab Rep.",2022,100.0,Middle East & North Africa
ARG,Argentina,2005,96.7,Latin America & Caribbean
ARG,Argentina,2023,100.0,Latin America & Caribbean
